Symbol,Name
031889.TW,美食凱基2B購01
03188P.TW,香港2X國票25售01
03188U.TW,萬海元富26售02
031890.TW,京鼎凱基26購01
031891.TW,碩天凱基26購02
031892.TW,材料凱基27購02
031893.TW,上品凱基26購01
031894.TW,上品凱基26購02
031895.TW,聯茂凱基26購01
031896.TW,志強凱基27購01
031897.TW,臺股指凱基29購19
031898.TW,臺股指凱基29購20
031899.TW,臺股指凱基29購21
03189P.TW,榮運國票23售03
03189U.TW,大立光元富29售02
031900.TW,臺股指凱基29購22
031901.TW,滬深2X元富26購03
031902.TW,滬深2X元富29購01
031903.TW,聯發科元富27購05
031904.TW,晶華元富26購02
031905.TW,晶華元富2A購01
031906.TW,嘉澤元富27購02
031907.TW,敦泰元富27購02
031908.TW,上品元富28購01
031909.TW,上品元富28購02
03190P.TW,榮運國票23售04
03190U.TW,力積電元富26售02
031910.TW,上品元富28購03
031911.TW,晶華麥證26購02
031912.TW,兆豐金麥證26購01
031913.TW,玉晶光麥證26購02
031914.TW,上品麥證26購01
031915.TW,臺股指麥證27購07
031916.TW,元金2X群益28購01
031917.TW,聯電群益26購06
031918.TW,晶華群益26購02
031919.TW,美食群益26購02
03191P.TW,長榮航國票24售05
03191U.TW,鴻海凱基26售07
031920.TW,富邦金群益26購01
031921.TW,威強電群益26購02
031922.TW,貿聯群益26購02
031923.TW,上品群益26購01
031924.TW,臺股指群益2B購01
031925.TW,臺股指群益2B購02
031926.TW,臺股指群益2B購03
031927.TW,台灣50元大28購07
031928.TW,台灣50元大28購08
031929.TW,台灣50元大29購06
03192P.TW,健和興國票23售04
03192U.TW,興富發凱基26售02
031930.TW,S&P反1元大2C購01
031931.TW,元油反元大26購02
031932.TW,元油反元大28購02
031933.TW,中石化元大2A購01
031934.TW,中興電元大26購04
031935.TW,華新元大2C購07
031936.TW,上銀元大26購02
031937.TW,裕隆元大2C購02
031938.TW,華通元大26購02
031939.TW,華通元大2B購01
03193P.TW,貿聯國票23售06
03193U.TW,敦泰凱基26售02
031940.TW,鴻海元大2C購02
031941.TW,廣宇元大26購03
031942.TW,光罩元大26購03
031943.TW,順德元大26購02
031944.TW,佳世達元大26購02
031945.TW,技嘉元大26購01
031946.TW,可成元大26購01
031947.TW,可成元大2B購01
031948.TW,興富發元大26購02
031949.TW,漢翔元大26購02
03194P.TW,金像電元富23售03
03194U.TW,大聯大凱基26售02
031950.TW,漢翔元大2B購03
031951.TW,八方元大29購01
031952.TW,玉山金元大26購01
031953.TW,玉晶光元大26購06
031954.TW,聯合再元大26購01
031955.TW,合勤控元大26購01
031956.TW,日月光元大26購02
031957.TW,上品元大26購01
031958.TW,上品元大26購02
031959.TW,正文元大26購02
03195P.TW,金像電元富23售04
03195U.TW,日月光凱基26售02
031960.TW,緯穎元大26購02
031961.TW,富邦媒元大26購02
031962.TW,東哥元大26購06
031963.TW,東哥元大26購07
031964.TW,寶成元大26購02
031965.TW,佳世達兆豐28購01
031966.TW,台光電兆豐29購01
031967.TW,長榮兆豐28購02
031968.TW,慧洋兆豐28購01
031969.TW,中鴻台新28購01
03196P.TW,創意元富23售05
03196U.TW,南電凱基26售05
031970.TW,聯發科台新2C購01
031971.TW,元油反國票27購01
031972.TW,宏達電國票26購04
031973.TW,上品國票27購03
031974.TW,聯電康和26購04
031975.TW,長榮康和28購01
031976.TW,華航康和27購01
031977.TW,美食康和26購02
031978.TW,大立光康和26購04
031979.TW,SGBR2X永豐26購01
03197P.TW,長榮統一23售24
03197U.TW,富邦媒凱基26售02
031980.TW,中興電永豐28購01
031981.TW,東鋼永豐26購01
031982.TW,中鴻永豐27購01
031983.TW,新光鋼永豐27購01
031984.TW,聯發科永豐27購01
031985.TW,華新科永豐27購01
031986.TW,玉晶光永豐27購03
031987.TW,啟碁永豐28購01
031988.TW,至上永豐26購01
031989.TW,元石油凱基28購03
03198P.TW,台灣50凱基23售18
03198U.TW,臺股指凱基27售07
031990.TW,SGBR2X凱基2A購01
031991.TW,中石化凱基29購01
031992.TW,東陽凱基26購01
031993.TW,大成鋼凱基27購02
031994.TW,威致凱基26購01
031995.TW,新光鋼凱基27購01
031996.TW,上銀凱基26購01
031997.TW,廣宇凱基26購02
031998.TW,矽統凱基26購01
031999.TW,長榮凱基29購03
03199P.TW,台肥凱基23售01
03199U.TW,臺股指凱基28售01
032000.TW,欣興凱基26購05
032001.TW,敦泰凱基27購02
032002.TW,四維航凱基26購01
032003.TW,台表科凱基26購02
032004.TW,嘉基凱基27購01
032005.TW,寶成凱基26購01
032006.TW,SGBR2X群益26購04
032007.TW,中石化群益26購01
032008.TW,長榮群益28購02
032009.TW,晶華群益27購01
03200P.TW,長榮凱基25售06
03200U.TW,臺股指凱基28售02
032010.TW,台勝科群益26購02
032011.TW,上品群益28購01
032012.TW,康舒群益26購01
032013.TW,矽創群益26購01
032014.TW,臺股指群益28購01
032015.TW,臺股指群益28購02
032016.TW,臺股指群益28購03
032017.TW,台灣50元富29購01
032018.TW,鴻海元富39購01
032019.TW,世芯元富2C購01
03201P.TW,欣興凱基23售14
03201U.TW,臺股指凱基2A售15
032020.TW,神隆麥證26購01
032021.TW,鴻海麥證31購01
032022.TW,光罩麥證26購01
032023.TW,富采中信28購01
032024.TW,上品中信27購01
032025.TW,祥碩中信27購02
032026.TW,愛普中信26購01
032027.TW,AES中信28購02
032028.TW,南電中信28購02
032029.TW,滬深2X國泰28購01
03202P.TW,聯電元大23售54
03202U.TW,台積電台新2C售03
032030.TW,元晶國泰28購01
032031.TW,道瓊銀富邦28購01
032032.TW,台積電富邦29購04
032033.TW,力積電富邦28購02
032034.TW,華新元大26購08
032035.TW,中鴻元大26購01
032036.TW,大成鋼元大26購03
032037.TW,鴻海元大26購09
032038.TW,鴻海元大2B購06
032039.TW,華邦電元大26購01
03203P.TW,台積電元大23售70
03203U.TW,FBNQ2X元大26售03
032040.TW,威盛元大26購03
032041.TW,華航元大26購06
032042.TW,慧洋元大26購04
032043.TW,晶華元大26購03
032044.TW,晶華元大26購04
032045.TW,晶華元大2A購02
032046.TW,美食元大26購05
032047.TW,華晶科元大26購01
032048.TW,玉晶光元大26購07
032049.TW,貿聯元大26購03
03204P.TW,裕隆元大25售15
03204U.TW,國巨元大26售07
032050.TW,貿聯元大26購04
032051.TW,康普元大26購02
032052.TW,上品元大26購03
032053.TW,樺漢元大26購02
032054.TW,矽力元大26購01
032055.TW,力智元大26購01
032056.TW,力智元大26購02
032057.TW,矽創元大26購02
032058.TW,東哥元大26購08
032059.TW,臺股指元大27購05
03205P.TW,台積電元大23售72
03205U.TW,裕民元大26售04
032060.TW,臺股指元大27購06
032061.TW,臺股指元大27購07
032062.TW,臺股指元大27購08
032063.TW,T50反1兆豐33購01
032064.TW,華新兆豐29購01
032065.TW,大成鋼兆豐26購01
032066.TW,華邦電兆豐28購01
032067.TW,貿聯兆豐28購01
032068.TW,新光鋼國票27購01
032069.TW,緯創國票27購01
03206P.TW,聯發科元大23售37
03206U.TW,國泰金元大26售05
032070.TW,富采國票27購01
032071.TW,材料國票27購05
032072.TW,東哥國票26購02
032073.TW,東哥國票27購02
032074.TW,東哥國票28購02
032075.TW,台灣50群益26購07
032076.TW,滬深反群益26購01
032077.TW,中興電群益26購02
032078.TW,神隆群益27購01
032079.TW,大成鋼群益26購01
03207P.TW,長榮元大23售32
03207U.TW,欣興元大26售12
032080.TW,威盛群益26購03
032081.TW,揚明光群益26購04
032082.TW,矽創群益26購02
032083.TW,元黃金元大2A購01
032084.TW,美費半元大29購01
032085.TW,未來車元大26購01
032086.TW,台泥元大26購01
032087.TW,華新元大26購09
032088.TW,鴻海元大26購10
032089.TW,威盛元大26購04
03208P.TW,創意元大25售11
03208U.TW,景碩元大26售10
032090.TW,威盛元大26購05
032091.TW,威盛元大2A購03
032092.TW,漢唐元大26購02
032093.TW,裕民元大26購01
032094.TW,陽明元大26購05
032095.TW,漢翔元大26購03
032096.TW,慧洋元大26購05
032097.TW,晶華元大26購05
032098.TW,晶華元大26購06
032099.TW,晶華元大2A購03
03209P.TW,創意元大25售12
03209U.TW,玉晶光元大26售10
032100.TW,美食元大26購06
032101.TW,三商壽元大26購02
032102.TW,聯合再元大26購02
032103.TW,碩天元大26購01
032104.TW,貿聯元大26購05
032105.TW,上品元大26購04
032106.TW,上品元大26購05
032107.TW,樺漢元大26購03
032108.TW,矽力元大26購02
032109.TW,南電元大26購10
03210P.TW,長榮元大23售33
03210U.TW,群創元大26售03
032110.TW,元石油凱基29購03
032111.TW,S&P反1凱基2C購01
032112.TW,SGBR2X凱基27購02
032113.TW,FB越南凱基29購02
032114.TW,華新凱基29購04
032115.TW,中鋼凱基2C購01
032116.TW,大成鋼凱基26購01
032117.TW,台達電凱基27購01
032118.TW,鴻海凱基2B購01
032119.TW,英業達凱基26購01
03211P.TW,南電元大23售29
03211U.TW,東哥元大26售13
032120.TW,聯發科凱基27購05
032121.TW,華航凱基27購05
032122.TW,慧洋凱基26購02
032123.TW,晶華凱基2A購02
032124.TW,華晶科凱基26購01
032125.TW,華擎凱基27購02
032126.TW,貿聯凱基26購03
032127.TW,富采凱基26購01
032128.TW,康普凱基27購01
032129.TW,盛群凱基26購01
03212P.TW,長榮第一29售03
03212U.TW,臺股指元大29售21
032130.TW,樺漢凱基27購02
032131.TW,南茂凱基26購01
032132.TW,東哥凱基26購03
032133.TW,台灣50元富26購02
032134.TW,台灣50元富26購03
032135.TW,強茂元富29購01
032136.TW,美食元富29購01
032137.TW,世芯元富26購04
032138.TW,台達電麥證26購01
032139.TW,聯發科麥證29購01
03213P.TW,華邦電富邦24售01
03213U.TW,臺股指元大29售22
032140.TW,長榮麥證2B購01
032141.TW,陽明麥證26購02
032142.TW,東鋼康和26購01
032143.TW,臺企銀康和28購01
032144.TW,裕隆永豐29購01
032145.TW,威盛永豐27購02
032146.TW,友達永豐27購01
032147.TW,大立光永豐27購01
032148.TW,GIS永豐27購01
032149.TW,中鴻中信27購02
03214P.TW,長榮富邦23售05
03214U.TW,臺股指元大2A售28
032150.TW,為升中信27購01
032151.TW,為升中信28購01
032152.TW,技嘉中信27購01
032153.TW,世芯中信26購01
032154.TW,富采中信29購01
032155.TW,長榮航國泰28購03
032156.TW,華城富邦26購01
032157.TW,聯電富邦28購01
032158.TW,鴻海富邦29購01
032159.TW,啟碁富邦28購01
03215P.TW,創意元大27售02
03215U.TW,臺股指元大2A售29
032160.TW,臺股指富邦2A購01
032161.TW,精英群益27購01
032162.TW,技嘉群益26購02
032163.TW,技嘉群益28購01
032164.TW,宏達電群益26購09
032165.TW,陽明群益27購01
032166.TW,新光金群益28購01
032167.TW,大立光群益26購06
032168.TW,祥碩群益28購02
032169.TW,晶碩群益26購01
03216P.TW,創意元大28售02
03216U.TW,S&P正2中信29售01
032170.TW,南電群益26購04
032171.TW,東哥群益26購03
032172.TW,中鴻康和28購01
032173.TW,大成鋼康和26購01
032174.TW,聯發科康和26購02
032175.TW,華城國票27購02
032176.TW,中砂國票27購01
032177.TW,大成鋼國票27購01
032178.TW,上銀國票27購01
032179.TW,樺漢國票27購02
03217P.TW,宏達電群益25售02
03217U.TW,聯電中信27售02
032180.TW,GIS國票26購01
032181.TW,台積電台新2A購01
032182.TW,台積電台新2C購01
032183.TW,中砂兆豐28購01
032184.TW,大立光兆豐2A購01
032185.TW,中砂永豐27購01
032186.TW,台積電永豐29購01
032187.TW,技嘉永豐27購01
032188.TW,新興永豐27購01
032189.TW,裕民永豐27購02
03218P.TW,陽明群益25售01
03218U.TW,國泰金中信26售02
032190.TW,長榮航永豐27購01
032191.TW,慧洋永豐27購01
032192.TW,國泰金永豐27購01
032193.TW,欣興永豐27購01
032194.TW,敦泰永豐26購01
032195.TW,天鈺永豐27購01
032196.TW,宏全永豐27購01
032197.TW,臺股指永豐27購03
032198.TW,臺股指永豐27購04
032199.TW,T50反1元大2A購06
03219P.TW,立積元大28售01
03219U.TW,臺股指中信2A售05
032200.TW,臺指反元大2A購02
032201.TW,元日2X元大26購01
032202.TW,華城元大26購01
032203.TW,中砂元大26購03
032204.TW,華新元大2B購06
032205.TW,華新元大2C購08
032206.TW,中鴻元大26購03
032207.TW,中鴻元大26購04
032208.TW,中鴻元大2A購01
032209.TW,鴻海元大2B購07
03220P.TW,台積電富邦25售12
03220U.TW,臺股指中信2A售06
032210.TW,鴻海元大2C購03
032211.TW,技嘉元大26購02
032212.TW,美食元大26購07
032213.TW,智原元大26購06
032214.TW,華擎元大26購02
032215.TW,嘉澤元大26購02
032216.TW,世芯元大26購08
032217.TW,世芯元大26購09
032218.TW,致伸元大26購02
032219.TW,啟碁元大26購03
03221P.TW,友達富邦26售02
03221U.TW,臺股指中信2B售01
032220.TW,樺漢元大26購04
032221.TW,力積電元大26購03
032222.TW,寶成元大26購03
032223.TW,亞聚凱基26購01
032224.TW,台積電凱基26購18
032225.TW,技嘉凱基28購01
032226.TW,漢唐凱基27購01
032227.TW,晶華凱基26購03
032228.TW,智原凱基26購03
032229.TW,嘉澤凱基27購02
03222P.TW,鈺齊群益23售03
03222U.TW,臺股指中信2B售02
032230.TW,新唐凱基26購03
032231.TW,臻鼎凱基27購01
032232.TW,晶心科凱基26購04
032233.TW,T50反1中信2A購02
032234.TW,S&P反1中信29購02
032235.TW,技嘉中信29購01
032236.TW,裕民中信26購01
032237.TW,健策中信27購01
032238.TW,中磊中信28購01
032239.TW,大成鋼國泰28購01
03223P.TW,微星國票24售03
03223U.TW,臺股指中信2B售03
032240.TW,台積電國泰28購04
032241.TW,世芯國泰28購01
032242.TW,臺股指國泰26購08
032243.TW,鴻海富邦27購04
032244.TW,聯發科富邦27購04
032245.TW,玉晶光富邦28購02
032246.TW,T50反1元富26購01
032247.TW,T50反1元富29購01
032248.TW,中興電元富29購01
032249.TW,聯電元富26購01
03224P.TW,聯發科國票23售04
03224U.TW,台灣50國票26售08
032250.TW,國巨元富26購01
032251.TW,台積電元富26購06
032252.TW,同欣電元富26購01
032253.TW,東哥元富26購02
032254.TW,國企2X群益26購02
032255.TW,大立光群益26購07
032256.TW,玉晶光群益26購04
032257.TW,世芯群益26購08
032258.TW,微星國票27購01
032259.TW,聯發科國票26購03
03225P.TW,聯發科國票24售02
03225U.TW,台灣50國票27售06
032260.TW,聯發科國票27購03
032261.TW,聯發科國票27購04
032262.TW,飛宏國票27購02
032263.TW,陽明國票28購01
032264.TW,萬海國票27購03
032265.TW,晶華國票27購03
032266.TW,中興電康和26購01
032267.TW,允強康和26購01
032268.TW,聯電康和26購05
032269.TW,欣陸康和26購01
03226P.TW,聯發科國票24售03
03226U.TW,台灣50國票28售03
032270.TW,上品康和26購01
032271.TW,中興電永豐28購02
032272.TW,宏達電永豐27購02
032273.TW,長榮永豐27購04
032274.TW,陽明永豐26購01
032275.TW,萬海永豐27購01
032276.TW,國光生永豐26購01
032277.TW,愛普永豐27購01
032278.TW,臺股指統一2C購01
032279.TW,鴻海兆豐2A購01
03227P.TW,華航國票23售02
03227U.TW,世芯國票26售07
032280.TW,聯發科兆豐26購03
032281.TW,聯發科兆豐2A購01
032282.TW,萬海兆豐28購01
032283.TW,長榮航兆豐28購01
032284.TW,T50反1凱基2C購01
032285.TW,T50反1凱基2C購02
032286.TW,T50反1凱基2C購03
032287.TW,上証2X凱基28購01
032288.TW,香港2X凱基29購01
032289.TW,台塑凱基26購01
03228P.TW,富采國票24售01
03228U.TW,聯電群益26售09
032290.TW,中鴻凱基2A購01
032291.TW,台積電凱基26購22
032292.TW,微星凱基27購02
032293.TW,台光電凱基26購02
032294.TW,仲琦凱基26購01
032295.TW,可成凱基27購01
032296.TW,長榮航凱基28購03
032297.TW,聯詠凱基27購04
032298.TW,玉晶光凱基27購02
032299.TW,華擎凱基28購01
03229P.TW,惠特國票24售02
03229U.TW,台灣50國泰28售03
032300.TW,敦泰凱基27購03
032301.TW,健策凱基28購01
032302.TW,國光生凱基26購01
032303.TW,新唐凱基26購04
032304.TW,台郡凱基27購01
032305.TW,同欣電凱基26購02
032306.TW,臺股指凱基29購23
032307.TW,台灣50元富28購01
032308.TW,國巨元富29購01
032309.TW,上品元富29購01
03230P.TW,長榮康和23售05
03230U.TW,台灣50國泰28售04
032310.TW,中石化麥證27購01
032311.TW,台積電麥證26購12
032312.TW,康舒麥證27購01
032313.TW,矽力麥證26購01
032314.TW,S&P反1元大2A購01
032315.TW,亞聚元大26購01
032316.TW,中石化元大26購02
032317.TW,中砂元大26購04
032318.TW,鴻海元大2B購08
032319.TW,鴻海元大2C購04
03231P.TW,台積電永豐24售02
03231U.TW,南亞科國泰28售01
032320.TW,技嘉元大26購03
032321.TW,漢翔元大26購04
032322.TW,美食元大26購08
032323.TW,緯創元大26購01
032324.TW,創意元大2C購01
032325.TW,華擎元大26購03
032326.TW,嘉澤元大26購03
032327.TW,嘉澤元大2B購01
032328.TW,健策元大26購03
032329.TW,健策元大2A購01
03232P.TW,聯發科中信23售02
03232U.TW,世芯國泰28售02
032330.TW,健策元大2B購01
032331.TW,盛群元大26購02
032332.TW,啟碁元大2C購02
032333.TW,樺漢元大26購05
032334.TW,東哥元大26購09
032335.TW,東哥元大2B購01
032336.TW,鴻海中信26購02
032337.TW,鴻海中信28購01
032338.TW,鴻海中信2A購01
032339.TW,鴻海中信2C購01
03233P.TW,長榮航統一25售03
03233U.TW,台灣50元富2A售01
032340.TW,台泥國泰28購01
032341.TW,光罩國泰28購01
032342.TW,可成國泰28購01
032343.TW,華航國泰28購01
032344.TW,慧洋國泰28購01
032345.TW,晶華國泰28購01
032346.TW,嘉澤國泰28購01
032347.TW,貿聯國泰28購02
032348.TW,康舒國泰28購01
032349.TW,緯穎國泰28購01
03234P.TW,萬海中信23售02
03234U.TW,台灣50元富2C售02
032350.TW,矽創國泰28購01
032351.TW,台灣50富邦28購01
032352.TW,中鴻富邦26購01
032353.TW,台積電富邦2C購01
032354.TW,晶華富邦26購01
032355.TW,美食富邦2A購01
032356.TW,聯詠富邦27購03
032357.TW,愛普富邦29購01
032358.TW,臺股指富邦29購02
032359.TW,景碩永豐28購01
03235P.TW,大立光中信24售02
03235U.TW,南亞科元富26售01
032360.TW,玉晶光永豐28購01
032361.TW,彩晶永豐27購01
032362.TW,台灣50凱基26購11
032363.TW,台灣50凱基27購10
032364.TW,台灣50凱基28購07
032365.TW,裕隆凱基28購02
032366.TW,台積電凱基26購23
032367.TW,華碩凱基26購01
032368.TW,聯發科凱基26購11
032369.TW,聯發科凱基26購12
03236P.TW,陽明國泰25售06
03236U.TW,天鈺元富26售01
032370.TW,長榮凱基26購07
032371.TW,長榮凱基2B購01
032372.TW,陽明凱基26購10
032373.TW,萬海凱基26購02
032374.TW,台航凱基27購01
032375.TW,創意凱基2C購01
032376.TW,瑞鼎凱基26購01
032377.TW,貿聯凱基26購04
032378.TW,臺股指凱基26購58
032379.TW,臺股指凱基26購59
03237P.TW,儒鴻元大23售07
03237U.TW,國泰金麥證26售01
032380.TW,臺股指凱基26購60
032381.TW,台積電麥證27購08
032382.TW,聯發科麥證26購02
032383.TW,臺股指麥證31購02
032384.TW,聯電群益26購08
032385.TW,華航群益26購02
032386.TW,聯茂群益26購02
032387.TW,臺股指群益26購03
032388.TW,臺股指群益26購04
032389.TW,T50正2元富26購02
03238P.TW,日月光群益24售01
03238U.TW,旺宏中信28售01
032390.TW,晶華元富26購03
032391.TW,晶華元富27購01
032392.TW,東哥元富2B購01
032393.TW,富鼎富邦27購01
032394.TW,亞聚國票27購01
032395.TW,中興電國票27購02
032396.TW,中華電國票27購01
032397.TW,和鑫國票26購01
032398.TW,揚明光國票27購06
032399.TW,國光生國票27購01
03239P.TW,AES群益24售02
03239U.TW,長榮中信27售02
032400.TW,電子類國票26購07
032401.TW,電子類國票26購08
032402.TW,金融類國票26購01
032403.TW,金融類國票26購02
032404.TW,華新法興26購02
032405.TW,上銀法興26購01
032406.TW,國巨法興26購01
032407.TW,台積電法興26購02
032408.TW,聯發科法興26購02
032409.TW,聯詠法興26購01
03240P.TW,智邦元大23售17
03240U.TW,聯詠中信28售01
032410.TW,中磊法興26購01
032411.TW,臺股指法興26購01
032412.TW,臺股指法興26購02
032413.TW,臺股指法興26購03
032414.TW,臺股指法興26購04
032415.TW,高股息元大28購01
032416.TW,香港反元大2A購01
032417.TW,NASDAQ元大26購01
032418.TW,NASDAQ元大28購01
032419.TW,FBNQ2X元大26購01
03241P.TW,凌陽元大23售04
03241U.TW,臺股指中信2A售08
032420.TW,FBNQ2X元大26購02
032421.TW,FBNQ2X元大28購01
032422.TW,FBNQ2X元大29購01
032423.TW,FBNQ反元大26購01
032424.TW,FBNQ反元大26購02
032425.TW,FBNQ反元大28購01
032426.TW,FBNQ反元大28購02
032427.TW,FBNQ反元大2A購01
032428.TW,FBNQ反元大2A購02
032429.TW,南亞元大26購01
03242P.TW,南亞科元大23售06
03242U.TW,臺股指中信2B售04
032430.TW,中石化元大29購01
032431.TW,華新元大2C購09
032432.TW,川湖元大26購01
032433.TW,為升元大26購01
032434.TW,為升元大2B購01
032435.TW,台達電元大26購01
032436.TW,華通元大26購03
032437.TW,華通元大2B購02
032438.TW,技嘉元大26購04
032439.TW,可成元大26購02
03243P.TW,義隆元大23售02
03243U.TW,台灣50兆豐2A售01
032440.TW,興富發元大26購03
032441.TW,萬海元大26購06
032442.TW,晶華元大2C購01
032443.TW,美食元大26購09
032444.TW,開發金元大26購02
032445.TW,開發金元大29購02
032446.TW,建漢元大26購01
032447.TW,景碩元大26購06
032448.TW,緯創元大26購02
032449.TW,華擎元大26購04
03244P.TW,萬海元大23售30
03244U.TW,滬深2X凱基2A售06
032450.TW,嘉澤元大26購04
032451.TW,國光生元大26購02
032452.TW,材料元大26購02
032453.TW,上品元大26購06
032454.TW,祥碩元大26購01
032455.TW,祥碩元大2B購01
032456.TW,帆宣元大26購01
032457.TW,A50正2永豐27購01
032458.TW,欣興永豐27購02
032459.TW,FBNQ2X群益27購03
03245P.TW,兆豐金元大23售03
03245U.TW,南亞科凱基26售05
032460.TW,FBNQ反群益28購03
032461.TW,台泥群益27購01
032462.TW,聚陽群益26購01
032463.TW,順德群益26購01
032464.TW,漢翔群益26購03
032465.TW,國光生群益26購01
032466.TW,材料群益26購03
032467.TW,穎崴群益26購01
032468.TW,台積電中信26購06
032469.TW,台積電中信28購04
03246P.TW,道瓊指國票29售01
03246U.TW,大立光凱基26售08
032470.TW,台積電中信2A購03
032471.TW,台積電中信2C購02
032472.TW,華邦電中信28購01
032473.TW,瑞昱中信26購01
032474.TW,群創中信28購01
032475.TW,臺股指中信2A購01
032476.TW,華城國票27購03
032477.TW,中鴻國票27購03
032478.TW,光罩國票27購02
032479.TW,景碩國票27購03
03247P.TW,創意國票27售01
03247U.TW,電子類凱基27售01
032480.TW,敦泰國票27購01
032481.TW,聯合再國票27購02
032482.TW,眾達國票27購01
032483.TW,南電國票27購04
032484.TW,宏全國票27購01
032485.TW,台積電國泰28購05
032486.TW,台積電國泰28購06
032487.TW,萬海國泰28購02
032488.TW,富邦金國泰28購01
032489.TW,華通兆豐26購01
03248P.TW,新唐元大26售01
03248U.TW,電子類凱基2A售02
032490.TW,國巨兆豐26購03
032491.TW,國巨兆豐28購01
032492.TW,台積電兆豐28購04
032493.TW,萬海兆豐28購02
032494.TW,大立光兆豐27購02
032495.TW,富采兆豐26購01
032496.TW,臻鼎兆豐2A購01
032497.TW,瑞儀兆豐2A購01
032498.TW,台表科兆豐2A購01
032499.TW,鴻海台新28購01
03249P.TW,晶碩元大23售01
03249U.TW,金融類凱基28售01
032500.TW,臺指反凱基2C購01
032501.TW,臺指反凱基2C購02
032502.TW,神隆凱基28購01
032503.TW,正新凱基28購01
032504.TW,鴻海凱基2C購01
032505.TW,友訊凱基28購01
032506.TW,聯發科凱基26購13
032507.TW,長榮凱基27購09
032508.TW,陽明凱基26購11
032509.TW,萬海凱基26購03
03250P.TW,南電元大23售30
03250U.TW,台灣50元大26售10
032510.TW,元大金凱基26購02
032511.TW,晶睿凱基26購02
032512.TW,聯合再凱基26購01
032513.TW,貿聯凱基27購02
032514.TW,祥碩凱基26購05
032515.TW,瑞儀凱基27購01
032516.TW,東哥凱基27購02
032517.TW,臺股指凱基2A購12
032518.TW,臺股指凱基2C購01
032519.TW,臺股指凱基2C購02
03251P.TW,中鴻凱基25售01
03251U.TW,台灣50元大26售11
032520.TW,臺股指凱基2C購03
032521.TW,臺股指凱基2C購04
032522.TW,台灣50元富26購07
032523.TW,神隆元富26購01
032524.TW,AES元富26購01
032525.TW,華新麥證26購02
032526.TW,萬海麥證26購03
032527.TW,晶華麥證26購03
032528.TW,第一金麥證26購02
032529.TW,欣興麥證27購01
03252P.TW,聯電凱基23售15
03252U.TW,台灣50元大27售09
032530.TW,國光生麥證26購01
032531.TW,道瓊反元大2B購02
032532.TW,台泥元大26購02
032533.TW,中石化元大26購03
032534.TW,為升元大26購02
032535.TW,台達電元大26購02
032536.TW,漢唐元大26購03
032537.TW,怡利電元大26購01
032538.TW,怡利電元大26購02
032539.TW,陽明元大2C購01
03253P.TW,台積電凱基23售29
03253U.TW,台灣50元大27售10
032540.TW,晶華元大26購07
032541.TW,晶華元大2B購01
032542.TW,美食元大26購10
032543.TW,八方元大26購02
032544.TW,玉晶光元大26購08
032545.TW,世芯元大2C購02
032546.TW,貿聯元大26購06
032547.TW,貿聯元大2B購01
032548.TW,國光生元大26購03
032549.TW,中磊元大26購05
03254P.TW,台積電凱基23售30
03254U.TW,儒鴻元大26售02
032550.TW,帆宣元大26購02
032551.TW,康舒元大26購01
032552.TW,康舒元大2A購01
032553.TW,康舒元大2B購01
032554.TW,啟碁元大29購02
032555.TW,樺漢元大26購06
032556.TW,樺漢元大2B購01
032557.TW,晶碩元大26購01
032558.TW,晶碩元大2A購01
032559.TW,晶碩元大2B購01
03255P.TW,台亞凱基24售02
03255U.TW,華新元大26售14
032560.TW,嘉基元大26購02
032561.TW,南電元大2C購01
032562.TW,東哥元大26購10
032563.TW,臺股指元大27購14
032564.TW,臺股指元大27購15
032565.TW,臺股指元大27購16
032566.TW,臺股指元大27購17
032567.TW,臺股指元大27購18
032568.TW,台積電富邦29購05
032569.TW,聯發科富邦28購03
03256P.TW,聯發科凱基23售12
03256U.TW,南亞科元大26售06
032570.TW,臺股指富邦2B購01
032571.TW,技嘉康和27購01
032572.TW,友達康和27購01
032573.TW,裕民康和26購02
032574.TW,威致國票26購01
032575.TW,裕隆國票27購02
032576.TW,智原國票27購04
032577.TW,貿聯國票27購01
032578.TW,臻鼎國票27購01
032579.TW,明基材國票27購01
03257P.TW,萬海凱基28售01
03257U.TW,聯詠元大26售06
032580.TW,瑞昱兆豐26購01
032581.TW,慧洋兆豐28購02
032582.TW,台灣50台新26購04
032583.TW,台積電台新26購02
032584.TW,儒鴻永豐27購01
032585.TW,華城永豐28購01
032586.TW,中鴻永豐28購01
032587.TW,陽明永豐28購01
032588.TW,致伸永豐27購01
032589.TW,祥碩永豐28購01
03258P.TW,健和興凱基23售04
03258U.TW,欣興元大26售13
032590.TW,東鋼中信26購01
032591.TW,興勤中信26購01
032592.TW,陽明中信27購02
032593.TW,慧洋中信26購01
032594.TW,慧洋中信28購01
032595.TW,華南金中信28購01
032596.TW,第一金中信26購01
032597.TW,景碩中信26購01
032598.TW,聯合再中信27購01
032599.TW,國光生中信28購01
03259P.TW,臺股指群益2A售02
03259U.TW,玉晶光元大26售11
032600.TW,遠傳中信26購01
032601.TW,盛群中信26購01
032602.TW,聯電富邦27購03
032603.TW,華通富邦27購02
032604.TW,智原富邦27購04
032605.TW,晶技富邦27購01
032606.TW,香港反凱基2A購01
032607.TW,元美指凱基29購01
032608.TW,FB越南凱基29購03
032609.TW,華新凱基26購06
03260P.TW,華航康和26售01
03260U.TW,健策元大26售04
